68ST-HUNTER CO, 6, 11/29/2016, 37305
77 ST, 6, 11/29/2016, 35801
96 ST, 6, 11/29/2016, 26466
WALL ST, 23, 11/29/2016, 28460
BOWLING GREEN, 45, 11/29/2016, 31631
72 ST, 123, 11/29/2016, 34321
96 ST, 123, 11/29/2016, 34719
CHAMBERS ST, 123, 11/29/2016, 24500
125 ST, 456, 11/29/2016, 25805
86 ST, 456, 11/29/2016, 64817
TIMES SQ-42 ST, 1237ACENQRSW, 11/29/2016, 74757
34 ST-PENN STA, 123ACE, 11/29/2016, 54853
14 ST, 123FLM, 11/29/2016, 22086
FULTON ST, 2345ACJZ, 11/29/2016, 60823
GRD CNTRL-42 ST, 4567S, 11/29/2016, 169107
59 ST, 456NQRW, 11/29/2016, 47684
145 ST, ABCD, 11/29/2016, 24847
59 ST COLUMBUS, ABCD1, 11/29/2016, 59364
W 4 ST-WASH SQ, ABCDEFM, 11/29/2016, 31489
125 ST, ACBD, 11/29/2016, 27322
CHAMBERS ST, ACE23, 11/29/2016, 35631
42 ST-PORT AUTH, ACENQRS1237W, 11/29/2016, 100009
47-50 STS ROCK, BDFM, 11/29/2016, 65944
42 ST-BRYANT PK, BDFM7, 11/29/2016, 42593
34 ST-HERALD SQ, BDFMNQRW, 11/29/2016, 118934
23 ST, CE, 11/29/2016, 24353
5 AV/53 ST, EM, 11/29/2016, 28639
LEXINGTON AV/53, EM6, 11/29/2016, 49557
23 ST, FM, 11/29/2016, 31756
CANAL ST, JNQRZ6W, 11/29/2016, 34654
14 ST-UNION SQ, LNQR456W, 11/29/2016, 56239
49 ST, NQRW, 11/29/2016, 24772
57 ST-7 AV, NQRW, 11/29/2016, 29884
23 ST, NRW, 11/29/2016, 26367
50 ST, 1, 11/30/2016, 27138
33 ST, 6, 11/30/2016, 30194
68ST-HUNTER CO, 6, 11/30/2016, 35391
77 ST, 6, 11/30/2016, 35799
96 ST, 6, 11/30/2016, 27121
WALL ST, 23, 11/30/2016, 28638
BOWLING GREEN, 45, 11/30/2016, 32258
72 ST, 123, 11/30/2016, 35685
96 ST, 123, 11/30/2016, 36826
CHAMBERS ST, 123, 11/30/2016, 24922
125 ST, 456, 11/30/2016, 28110
86 ST, 456, 11/30/2016, 65640
TIMES SQ-42 ST, 1237ACENQRSW, 11/30/2016, 81379
34 ST-PENN STA, 123ACE, 11/30/2016, 53676
14 ST, 123FLM, 11/30/2016, 23717
FULTON ST, 2345ACJZ, 11/30/2016, 59934
GRD CNTRL-42 ST, 4567S, 11/30/2016, 167534
59 ST, 456NQRW, 11/30/2016, 49748
145 ST, ABCD, 11/30/2016, 26330
59 ST COLUMBUS, ABCD1, 11/30/2016, 62363
W 4 ST-WASH SQ, ABCDEFM, 11/30/2016, 32854
125 ST, ACBD, 11/30/2016, 29456
CHAMBERS ST, ACE23, 11/30/2016, 35926
42 ST-PORT AUTH, ACENQRS1237W, 11/30/2016, 96494
47-50 STS ROCK, BDFM, 11/30/2016, 68501
42 ST-BRYANT PK, BDFM7, 11/30/2016, 47219
34 ST-HERALD SQ, BDFMNQRW, 11/30/2016, 123862
23 ST, CE, 11/30/2016, 25377
5 AV/53 ST, EM, 11/30/2016, 29741
LEXINGTON AV/53, EM6, 11/30/2016, 49887
23 ST, FM, 11/30/2016, 32844
CANAL ST, JNQRZ6W, 11/30/2016, 36263
14 ST-UNION SQ, LNQR456W, 11/30/2016, 59967
49 ST, NQRW, 11/30/2016, 27040
57 ST-7 AV, NQRW, 11/30/2016, 32313
23 ST, NRW, 11/30/2016, 27906
50 ST, 1, 12/01/2016, 27836
33 ST, 6, 12/01/2016, 30186
68ST-HUNTER CO, 6, 12/01/2016, 36567
77 ST, 6, 12/01/2016, 36108
96 ST, 6, 12/01/2016, 27705
WALL ST, 23, 12/01/2016, 28977
BOWLING GREEN, 45, 12/01/2016, 34389
72 ST, 123, 12/01/2016, 37634
96 ST, 123, 12/01/2016, 38197
CHAMBERS ST, 123, 12/01/2016, 26389
125 ST, 456, 12/01/2016, 29885
86 ST, 456, 12/01/2016, 67796
TIMES SQ-42 ST, 1237ACENQRSW, 12/01/2016, 84855
34 ST-PENN STA, 123ACE, 12/01/2016, 54162
14 ST, 123FLM, 12/01/2016, 25628
FULTON ST, 2345ACJZ, 12/01/2016, 60422
GRD CNTRL-42 ST, 4567S, 12/01/2016, 159489
59 ST, 456NQRW, 12/01/2016, 51810
145 ST, ABCD, 12/01/2016, 27651
59 ST COLUMBUS, ABCD1, 12/01/2016, 64492
W 4 ST-WASH SQ, ABCDEFM, 12/01/2016, 35169
125 ST, ACBD, 12/01/2016, 32093
CHAMBERS ST, ACE23, 12/01/2016, 37805
42 ST-PORT AUTH, ACENQRS1237W, 12/01/2016, 97564
47-50 STS ROCK, BDFM, 12/01/2016, 70750
42 ST-BRYANT PK, BDFM7, 12/01/2016, 46920
34 ST-HERALD SQ, BDFMNQRW, 12/01/2016, 129560
23 ST, CE, 12/01/2016, 26112
5 AV/53 ST, EM, 12/01/2016, 27078
LEXINGTON AV/53, EM6, 12/01/2016, 48369
23 ST, FM, 12/01/2016, 34049
CANAL ST, JNQRZ6W, 12/01/2016, 39156
14 ST-UNION SQ, LNQR456W, 12/01/2016, 62248
49 ST, NQRW, 12/01/2016, 27274
57 ST-7 AV, NQRW, 12/01/2016, 31776
23 ST, NRW, 12/01/2016, 27852
50 ST, 1, 12/02/2016, 27460
33 ST, 6, 12/02/2016, 28658
68ST-HUNTER CO, 6, 12/02/2016, 33791
77 ST, 6, 12/02/2016, 35319
96 ST, 6, 12/02/2016, 26477
WALL ST, 23, 12/02/2016, 25540
BOWLING GREEN, 45, 12/02/2016, 32500
72 ST, 123, 12/02/2016, 38015
96 ST, 123, 12/02/2016, 38448
CHAMBERS ST, 123, 12/02/2016, 23642
125 ST, 456, 12/02/2016, 29530
86 ST, 456, 12/02/2016, 68893
TIMES SQ-42 ST, 1237ACENQRSW, 12/02/2016, 83355
34 ST-PENN STA, 123ACE, 12/02/2016, 50954
14 ST, 123FLM, 12/02/2016, 25103
FULTON ST, 2345ACJZ, 12/02/2016, 60038
GRD CNTRL-42 ST, 4567S, 12/02/2016, 152300
59 ST, 456NQRW, 12/02/2016, 51494
145 ST, ABCD, 12/02/2016, 27095
59 ST COLUMBUS, ABCD1, 12/02/2016, 57968
W 4 ST-WASH SQ, ABCDEFM, 12/02/2016, 36601
125 ST, ACBD, 12/02/2016, 32032
CHAMBERS ST, ACE23, 12/02/2016, 34120
42 ST-PORT AUTH, ACENQRS1237W, 12/02/2016, 96746
47-50 STS ROCK, BDFM, 12/02/2016, 70550
42 ST-BRYANT PK, BDFM7, 12/02/2016, 46596
34 ST-HERALD SQ, BDFMNQRW, 12/02/2016, 135509
23 ST, CE, 12/02/2016, 25454
5 AV/53 ST, EM, 12/02/2016, 27196
LEXINGTON AV/53, EM6, 12/02/2016, 47852
23 ST, FM, 12/02/2016, 32017
CANAL ST, JNQRZ6W, 12/02/2016, 42069
14 ST-UNION SQ, LNQR456W, 12/02/2016, 65231
49 ST, NQRW, 12/02/2016, 27816
57 ST-7 AV, NQRW, 12/02/2016, 30822
23 ST, NRW, 12/02/2016, 25271
