181 ST,1, 11/29/2016,11344,9152.6666666667
181 ST,1, 11/30/2016,11823,
181 ST,1, 11/28/2016,12087,
181 ST,1, 12/02/2016,12674,
181 ST,1, 12/01/2016,12749,
191 ST,1, 11/27/2016,4499,
191 ST,1, 11/26/2016,5232,9844
191 ST,1, 11/29/2016,8928,
191 ST,1, 11/28/2016,8969,
191 ST,1, 11/30/2016,9141,
191 ST,1, 12/02/2016,9199,
191 ST,1, 12/01/2016,9407,
207 ST,1, 11/27/2016,3643,8214.5
207 ST,1, 11/26/2016,4771,
207 ST,1, 11/29/2016,6333,
207 ST,1, 11/30/2016,6766,
207 ST,1, 11/28/2016,6856,
207 ST,1, 12/02/2016,7188,
207 ST,1, 12/01/2016,7279,6532.1666666667
215 ST,1, 11/27/2016,826,
215 ST,1, 11/26/2016,882,
215 ST,1, 11/29/2016,2118,
215 ST,1, 11/28/2016,2163,
215 ST,1, 11/30/2016,2179,
215 ST,1, 12/02/2016,2245,1735.5
215 ST,1, 12/01/2016,2328,
23 ST,1, 11/27/2016,5762,
23 ST,1, 11/26/2016,6731,
23 ST,1, 11/28/2016,11753,
23 ST,1, 11/29/2016,12813,
23 ST,1, 11/30/2016,13128,8752.5
23 ST,1, 12/02/2016,13259,
23 ST,1, 12/01/2016,13478,
231 ST,1, 11/27/2016,4657,
231 ST,1, 11/26/2016,5643,
231 ST,1, 11/29/2016,9744,
231 ST,1, 11/30/2016,10065,9474.3333333333
231 ST,1, 11/28/2016,10127,
231 ST,1, 12/02/2016,10556,
231 ST,1, 12/01/2016,10892,
238 ST,1, 11/27/2016,1781,
238 ST,1, 11/26/2016,2141,
238 ST,1, 11/29/2016,4270,6627.8333333333
238 ST,1, 11/28/2016,4403,
238 ST,1, 11/30/2016,4501,
238 ST,1, 12/01/2016,4641,
238 ST,1, 12/02/2016,4682,
28 ST,1, 11/27/2016,4682,
28 ST,1, 11/26/2016,4963,4645.3333333333
28 ST,1, 11/28/2016,12705,
28 ST,1, 12/02/2016,13681,
28 ST,1, 12/01/2016,14240,
28 ST,1, 11/29/2016,14483,
28 ST,1, 11/30/2016,14485,
50 ST,1, 11/27/2016,10686,13380
50 ST,1, 11/26/2016,12933,
50 ST,1, 11/28/2016,23899,
50 ST,1, 11/29/2016,26012,
50 ST,1, 11/30/2016,27138,
50 ST,1, 12/02/2016,27460,
50 ST,1, 12/01/2016,27836,24213
66 ST-LINCOLN,1, 11/27/2016,9215,
66 ST-LINCOLN,1, 11/26/2016,11204,
66 ST-LINCOLN,1, 12/02/2016,21398,
66 ST-LINCOLN,1, 11/28/2016,21491,
66 ST-LINCOLN,1, 12/01/2016,22295,
66 ST-LINCOLN,1, 11/29/2016,22721,18054
66 ST-LINCOLN,1, 11/30/2016,22966,
79 ST,1, 11/27/2016,8163,
79 ST,1, 11/26/2016,9271,
79 ST,1, 11/28/2016,13862,
79 ST,1, 11/30/2016,15105,
79 ST,1, 11/29/2016,15111,14079.6666666667
79 ST,1, 12/02/2016,15513,
79 ST,1, 12/01/2016,15640,
86 ST,1, 11/27/2016,8961,
86 ST,1, 11/26/2016,9646,
86 ST,1, 11/28/2016,17812,
86 ST,1, 12/02/2016,18454,14337.6666666667
86 ST,1, 11/29/2016,18511,
86 ST,1, 11/30/2016,19233,
86 ST,1, 12/01/2016,19424,
9TH STREET,1, 11/27/2016,1482,
9TH STREET,1, 11/26/2016,1774,
9TH STREET,1, 11/28/2016,3513,10656.1666666667
9TH STREET,1, 12/02/2016,3685,
9TH STREET,1, 11/29/2016,4093,
9TH STREET,1, 11/30/2016,4323,
9TH STREET,1, 12/01/2016,4838,
CANAL ST,1, 11/27/2016,1727,
CANAL ST,1, 11/26/2016,1995,3443.5
CANAL ST,1, 11/28/2016,4908,
CANAL ST,1, 12/02/2016,5367,
CANAL ST,1, 11/30/2016,5643,
CANAL ST,1, 11/29/2016,5736,
CANAL ST,1, 12/01/2016,5798,
CATHEDRAL PKWY,1, 11/27/2016,6241,5615.5
CATHEDRAL PKWY,1, 11/26/2016,6812,
CATHEDRAL PKWY,1, 11/28/2016,11033,
CATHEDRAL PKWY,1, 11/29/2016,11169,
CATHEDRAL PKWY,1, 11/30/2016,11808,
CATHEDRAL PKWY,1, 12/01/2016,12219,
CATHEDRAL PKWY,1, 12/02/2016,12673,10952.3333333333
CHRISTOPHER ST,1, 11/27/2016,5908,
CHRISTOPHER ST,1, 11/26/2016,7264,
CHRISTOPHER ST,1, 11/28/2016,11793,
CHRISTOPHER ST,1, 11/29/2016,12558,
CHRISTOPHER ST,1, 11/30/2016,13362,
CHRISTOPHER ST,1, 12/02/2016,13464,10724.8333333333
CHRISTOPHER ST,1, 12/01/2016,13751,
CITY / BUS,1, 11/27/2016,3577,
CITY / BUS,1, 11/26/2016,4440,
CITY / BUS,1, 11/28/2016,14516,
CITY / BUS,1, 11/29/2016,15096,
CITY / BUS,1, 11/30/2016,15587,11161.1666666667
CITY / BUS,1, 12/02/2016,16035,
CITY / BUS,1, 12/01/2016,16198,
DYCKMAN ST,1, 11/27/2016,4496,
DYCKMAN ST,1, 11/26/2016,5261,
DYCKMAN ST,1, 11/29/2016,7044,
DYCKMAN ST,1, 11/30/2016,7360,9399
DYCKMAN ST,1, 11/28/2016,7736,
DYCKMAN ST,1, 12/01/2016,7964,
DYCKMAN ST,1, 12/02/2016,8055,
EXCHANGE PLACE,1, 11/27/2016,3158,
EXCHANGE PLACE,1, 11/26/2016,4571,
EXCHANGE PLACE,1, 12/02/2016,16929,8068.8333333333
EXCHANGE PLACE,1, 11/28/2016,16936,
EXCHANGE PLACE,1, 11/29/2016,17799,
EXCHANGE PLACE,1, 11/30/2016,18268,
EXCHANGE PLACE,1, 12/01/2016,18434,
FRANKLIN ST,1, 11/27/2016,1517,
FRANKLIN ST,1, 11/26/2016,1878,12472
FRANKLIN ST,1, 11/28/2016,4763,
FRANKLIN ST,1, 12/02/2016,5414,
FRANKLIN ST,1, 11/30/2016,5752,
FRANKLIN ST,1, 11/29/2016,5843,
FRANKLIN ST,1, 12/01/2016,5865,
GROVE STREET,1, 11/27/2016,5677,5552.3333333333
GROVE STREET,1, 11/26/2016,7358,
GROVE STREET,1, 11/28/2016,19283,
GROVE STREET,1, 12/02/2016,20005,
GROVE STREET,1, 11/30/2016,20130,
GROVE STREET,1, 12/01/2016,21270,
GROVE STREET,1, 11/29/2016,104387,32072.1666666667
HARRISON,1, 11/27/2016,2101,
HARRISON,1, 11/26/2016,3062,
HARRISON,1, 12/02/2016,8542,
HARRISON,1, 11/29/2016,8633,
HARRISON,1, 11/28/2016,8778,
HARRISON,1, 11/30/2016,8829,6657.5
HARRISON,1, 12/01/2016,9256,
HOUSTON ST,1, 11/27/2016,2952,
HOUSTON ST,1, 11/26/2016,3253,
HOUSTON ST,1, 11/28/2016,12841,
HOUSTON ST,1, 12/02/2016,13517,
HOUSTON ST,1, 11/30/2016,14771,9431.6666666667
HOUSTON ST,1, 12/01/2016,14878,
HOUSTON ST,1, 11/29/2016,14889,
JOURNAL SQUARE,1, 11/27/2016,6876,
JOURNAL SQUARE,1, 11/26/2016,9253,
JOURNAL SQUARE,1, 11/28/2016,20386,
JOURNAL SQUARE,1, 11/29/2016,20575,14476.1666666667
JOURNAL SQUARE,1, 11/30/2016,20976,
JOURNAL SQUARE,1, 12/02/2016,21025,
JOURNAL SQUARE,1, 12/01/2016,21324,
LACKAWANNA,1, 11/27/2016,880,
LACKAWANNA,1, 11/26/2016,1268,
LACKAWANNA,1, 12/02/2016,7893,12227.6666666667
LACKAWANNA,1, 11/28/2016,8267,
LACKAWANNA,1, 11/30/2016,8780,
LACKAWANNA,1, 12/01/2016,9350,
LACKAWANNA,1, 11/29/2016,23940,
MARBLE HILL-225,1, 11/27/2016,3297,
MARBLE HILL-225,1, 11/26/2016,3875,9584.8333333333
MARBLE HILL-225,1, 11/29/2016,5539,
MARBLE HILL-225,1, 11/30/2016,5782,
MARBLE HILL-225,1, 11/28/2016,6071,
MARBLE HILL-225,1, 12/01/2016,6125,
MARBLE HILL-225,1, 12/02/2016,6149,
NEWARK BM BW,1, 11/27/2016,4542,5701.3333333333
NEWARK BM BW,1, 11/26/2016,6752,
NEWARK BM BW,1, 11/28/2016,15022,
NEWARK BM BW,1, 11/29/2016,15306,
NEWARK BM BW,1, 11/30/2016,15440,
NEWARK BM BW,1, 12/02/2016,15525,
NEWARK BM BW,1, 12/01/2016,16064,14018.1666666667
NEWARK C,1, 11/27/2016,854,
NEWARK C,1, 11/26/2016,930,
NEWARK C,1, 12/02/2016,5468,
NEWARK C,1, 11/28/2016,6311,
NEWARK C,1, 11/29/2016,6373,
NEWARK C,1, 12/01/2016,6401,4389.5
NEWARK C,1, 11/30/2016,6420,
NEWARK HM HE,1, 11/26/2016,0,
NEWARK HM HE,1, 11/27/2016,0,
NEWARK HM HE,1, 11/28/2016,0,
NEWARK HM HE,1, 11/29/2016,0,
NEWARK HM HE,1, 12/01/2016,0,1070
NEWARK HM HE,1, 12/02/2016,0,
NEWARK HM HE,1, 11/30/2016,127,
NEWARK HW BMEBE,1, 11/26/2016,0,
NEWARK HW BMEBE,1, 11/27/2016,843,
NEWARK HW BMEBE,1, 11/28/2016,5074,
NEWARK HW BMEBE,1, 11/30/2016,5254,1883
NEWARK HW BMEBE,1, 12/02/2016,5358,
NEWARK HW BMEBE,1, 11/29/2016,5383,
NEWARK HW BMEBE,1, 12/01/2016,5661,
PAVONIA/NEWPORT,1, 11/27/2016,5286,
PAVONIA/NEWPORT,1, 11/26/2016,7764,
PAVONIA/NEWPORT,1, 11/29/2016,18781,8038.8333333333
PAVONIA/NEWPORT,1, 11/28/2016,18903,
PAVONIA/NEWPORT,1, 11/30/2016,19322,
PAVONIA/NEWPORT,1, 12/02/2016,19342,
PAVONIA/NEWPORT,1, 12/01/2016,20405,
RECTOR ST,1, 11/27/2016,3406,
RECTOR ST,1, 11/26/2016,4516,14315.6666666667
RECTOR ST,1, 11/28/2016,9121,
RECTOR ST,1, 11/30/2016,9764,
RECTOR ST,1, 11/29/2016,9870,
RECTOR ST,1, 12/02/2016,10148,
RECTOR ST,1, 12/01/2016,10785,
ST. GEORGE,1, 11/27/2016,2749,8739.5
ST. GEORGE,1, 11/26/2016,3928,
ST. GEORGE,1, 12/02/2016,14505,
ST. GEORGE,1, 11/28/2016,14989,
ST. GEORGE,1, 11/29/2016,15148,
ST. GEORGE,1, 11/30/2016,15458,
ST. GEORGE,1, 12/01/2016,15795,13303.8333333333
THIRTY ST,1, 11/27/2016,1010,
THIRTY ST,1, 11/26/2016,1249,
THIRTY ST,1, 11/30/2016,7220,
THIRTY ST,1, 11/29/2016,7563,
THIRTY ST,1, 11/28/2016,7706,
THIRTY ST,1, 12/02/2016,7856,5434
THIRTY ST,1, 12/01/2016,8346,
THIRTY THIRD ST,1, 11/27/2016,6251,
THIRTY THIRD ST,1, 11/26/2016,7416,
THIRTY THIRD ST,1, 12/02/2016,19842,
THIRTY THIRD ST,1, 11/28/2016,20679,
THIRTY THIRD ST,1, 11/30/2016,20900,13905.6666666667
THIRTY THIRD ST,1, 11/29/2016,22206,
THIRTY THIRD ST,1, 12/01/2016,22378,
TOMPKINSVILLE,1, 11/27/2016,251,
TOMPKINSVILLE,1, 11/26/2016,487,
TOMPKINSVILLE,1, 11/29/2016,700,
TOMPKINSVILLE,1, 11/30/2016,721,7790.5
TOMPKINSVILLE,1, 11/28/2016,750,
TOMPKINSVILLE,1, 12/01/2016,841,
TOMPKINSVILLE,1, 12/02/2016,847,
TWENTY THIRD ST,1, 11/27/2016,1209,
TWENTY THIRD ST,1, 11/26/2016,1742,
TWENTY THIRD ST,1, 12/02/2016,8525,2319
TWENTY THIRD ST,1, 12/01/2016,8628,
TWENTY THIRD ST,1, 11/28/2016,8935,
TWENTY THIRD ST,1, 11/30/2016,9557,
TWENTY THIRD ST,1, 11/29/2016,9608,
V.CORTLANDT PK,1, 11/27/2016,2979,
V.CORTLANDT PK,1, 11/26/2016,4120,7304.5
V.CORTLANDT PK,1, 11/29/2016,7338,
V.CORTLANDT PK,1, 11/30/2016,7641,
V.CORTLANDT PK,1, 11/28/2016,7726,
V.CORTLANDT PK,1, 12/01/2016,8076,
V.CORTLANDT PK,1, 12/02/2016,8131,
WAKEFIELD/241,2, 11/27/2016,2430,6890.3333333333
WAKEFIELD/241,2, 11/26/2016,2877,
WAKEFIELD/241,2, 11/29/2016,4925,
WAKEFIELD/241,2, 11/30/2016,5083,
WAKEFIELD/241,2, 11/28/2016,5179,
WAKEFIELD/241,2, 12/02/2016,5266,
WAKEFIELD/241,2, 12/01/2016,5281,4768.5
145 ST,3, 11/27/2016,1440,
145 ST,3, 11/26/2016,1815,
145 ST,3, 11/29/2016,3559,
145 ST,3, 11/28/2016,3633,
145 ST,3, 11/30/2016,3708,
145 ST,3, 12/01/2016,3916,3011.8333333333
145 ST,3, 12/02/2016,3956,
HARLEM 148 ST,3, 11/27/2016,1658,
HARLEM 148 ST,3, 11/26/2016,2027,
HARLEM 148 ST,3, 11/28/2016,4143,
HARLEM 148 ST,3, 11/30/2016,4204,
HARLEM 148 ST,3, 11/29/2016,4208,3366
HARLEM 148 ST,3, 12/02/2016,4339,
HARLEM 148 ST,3, 12/01/2016,4395,
KINGSTON AV,3, 11/26/2016,2343,
KINGSTON AV,3, 11/27/2016,2679,
KINGSTON AV,3, 11/29/2016,4786,
KINGSTON AV,3, 11/30/2016,4864,3901
KINGSTON AV,3, 12/01/2016,5011,
KINGSTON AV,3, 12/02/2016,5128,
KINGSTON AV,3, 11/28/2016,5143,
NEW LOTS AV,3, 11/27/2016,2580,
NEW LOTS AV,3, 11/26/2016,3209,
NEW LOTS AV,3, 11/29/2016,6214,4547.5
NEW LOTS AV,3, 11/30/2016,6479,
NEW LOTS AV,3, 11/28/2016,6626,
NEW LOTS AV,3, 12/02/2016,6718,
NEW LOTS AV,3, 12/01/2016,6798,
NOSTRAND AV,3, 11/27/2016,1868,
NOSTRAND AV,3, 11/26/2016,2190,5113.1666666667
NOSTRAND AV,3, 11/29/2016,4055,
NOSTRAND AV,3, 11/28/2016,4166,
NOSTRAND AV,3, 11/30/2016,4204,
NOSTRAND AV,3, 12/02/2016,4389,
NOSTRAND AV,3, 12/01/2016,4412,
PENNSYLVANIA AV,3, 11/26/2016,0,3537.6666666667
PENNSYLVANIA AV,3, 11/27/2016,0,
PENNSYLVANIA AV,3, 11/28/2016,2,
PENNSYLVANIA AV,3, 11/29/2016,3640492,
ROCKAWAY AV,3, 11/27/2016,2717,
ROCKAWAY AV,3, 11/26/2016,3304,
ROCKAWAY AV,3, 11/29/2016,6495,608835
ROCKAWAY AV,3, 11/30/2016,6603,
ROCKAWAY AV,3, 11/28/2016,6971,
ROCKAWAY AV,3, 12/02/2016,7159,
ROCKAWAY AV,3, 12/01/2016,7242,
SARATOGA AV,3, 11/27/2016,2250,
SARATOGA AV,3, 11/26/2016,2765,5498.3333333333
SARATOGA AV,3, 11/29/2016,6103,
SARATOGA AV,3, 11/30/2016,6326,
SARATOGA AV,3, 11/28/2016,6446,
SARATOGA AV,3, 12/01/2016,6465,
SARATOGA AV,3, 12/02/2016,6495,
VAN SICLEN AV,3, 11/27/2016,2489,5720.6666666667
VAN SICLEN AV,3, 11/26/2016,2914,
VAN SICLEN AV,3, 11/29/2016,6306,
VAN SICLEN AV,3, 11/30/2016,6572,
VAN SICLEN AV,3, 11/28/2016,6596,
VAN SICLEN AV,3, 12/02/2016,6676,
VAN SICLEN AV,3, 12/01/2016,6933,5999.5
167 ST,4, 11/27/2016,4864,
167 ST,4, 11/26/2016,5979,
167 ST,4, 11/29/2016,9532,
167 ST,4, 11/30/2016,10062,
167 ST,4, 11/28/2016,10069,
167 ST,4, 12/02/2016,10481,8497.8333333333
167 ST,4, 12/01/2016,10638,
170 ST,4, 11/27/2016,4638,
170 ST,4, 11/26/2016,5594,
170 ST,4, 11/29/2016,8868,
170 ST,4, 11/30/2016,9432,
170 ST,4, 11/28/2016,9559,8121.5
170 ST,4, 12/01/2016,9912,
170 ST,4, 12/02/2016,10044,
176 ST,4, 11/27/2016,3194,
176 ST,4, 11/26/2016,3972,
176 ST,4, 11/29/2016,6132,
176 ST,4, 11/30/2016,6550,6634
176 ST,4, 11/28/2016,6693,
176 ST,4, 12/01/2016,6890,
176 ST,4, 12/02/2016,6991,
183 ST,4, 11/27/2016,3322,
183 ST,4, 11/26/2016,4030,
183 ST,4, 11/29/2016,6283,5701.5
183 ST,4, 11/28/2016,6461,
183 ST,4, 11/30/2016,6514,
183 ST,4, 12/01/2016,6706,
183 ST,4, 12/02/2016,6762,
BEDFORD PK BLVD,4, 11/26/2016,2734,
BEDFORD PK BLVD,4, 11/27/2016,2749,5321
BEDFORD PK BLVD,4, 12/02/2016,6222,
BEDFORD PK BLVD,4, 11/29/2016,6290,
BEDFORD PK BLVD,4, 11/30/2016,6541,
BEDFORD PK BLVD,4, 11/28/2016,6595,
BEDFORD PK BLVD,4, 12/01/2016,6719,
BURNSIDE AV,4, 11/27/2016,5116,6247.1666666667
BURNSIDE AV,4, 11/26/2016,6305,
BURNSIDE AV,4, 11/29/2016,11297,
BURNSIDE AV,4, 12/02/2016,11800,
BURNSIDE AV,4, 11/30/2016,12027,
BURNSIDE AV,4, 11/28/2016,12287,
BURNSIDE AV,4, 12/01/2016,12732,11074.6666666667
FORDHAM RD,4, 11/27/2016,6239,
FORDHAM RD,4, 11/26/2016,7847,
FORDHAM RD,4, 11/29/2016,11310,
FORDHAM RD,4, 11/30/2016,12131,
FORDHAM RD,4, 12/02/2016,12253,
FORDHAM RD,4, 11/28/2016,12634,10402.3333333333
FORDHAM RD,4, 12/01/2016,12869,
KINGSBRIDGE RD,4, 11/27/2016,4069,
KINGSBRIDGE RD,4, 11/26/2016,4931,
KINGSBRIDGE RD,4, 11/29/2016,9706,
KINGSBRIDGE RD,4, 12/02/2016,9885,
KINGSBRIDGE RD,4, 11/28/2016,10106,8594.3333333333
KINGSBRIDGE RD,4, 11/30/2016,10134,
KINGSBRIDGE RD,4, 12/01/2016,10286,
MOSHOLU PKWY,4, 11/27/2016,3744,
MOSHOLU PKWY,4, 11/26/2016,4379,
MOSHOLU PKWY,4, 11/29/2016,8638,
MOSHOLU PKWY,4, 11/28/2016,8930,7685.1666666667
MOSHOLU PKWY,4, 11/30/2016,9050,
MOSHOLU PKWY,4, 12/02/2016,9106,
MOSHOLU PKWY,4, 12/01/2016,9436,
MT EDEN AV,4, 11/27/2016,2615,
MT EDEN AV,4, 11/26/2016,3169,
MT EDEN AV,4, 11/29/2016,5264,6440
MT EDEN AV,4, 11/30/2016,5588,
MT EDEN AV,4, 11/28/2016,5641,
MT EDEN AV,4, 12/02/2016,6006,
MT EDEN AV,4, 12/01/2016,6091,
WOODLAWN,4, 11/27/2016,3231,
WOODLAWN,4, 11/26/2016,4137,5115.6666666667
WOODLAWN,4, 11/29/2016,7279,
WOODLAWN,4, 11/30/2016,7585,
WOODLAWN,4, 11/28/2016,7615,
WOODLAWN,4, 12/02/2016,7634,
WOODLAWN,4, 12/01/2016,7922,
BAYCHESTER AV,5, 11/27/2016,897,6488.6666666667
BAYCHESTER AV,5, 11/26/2016,1223,
BAYCHESTER AV,5, 11/28/2016,4009,
BAYCHESTER AV,5, 11/29/2016,4147,
BAYCHESTER AV,5, 11/30/2016,4250,
BAYCHESTER AV,5, 12/02/2016,4388,
BAYCHESTER AV,5, 12/01/2016,4507,3754
EASTCHSTER/DYRE,5, 11/27/2016,944,
EASTCHSTER/DYRE,5, 11/26/2016,1486,
EASTCHSTER/DYRE,5, 11/29/2016,4741,
EASTCHSTER/DYRE,5, 11/28/2016,4855,
EASTCHSTER/DYRE,5, 12/02/2016,4883,
EASTCHSTER/DYRE,5, 11/30/2016,4939,3641.3333333333
EASTCHSTER/DYRE,5, 12/01/2016,5047,
GUN HILL RD,5, 11/27/2016,1458,
GUN HILL RD,5, 11/26/2016,2138,
GUN HILL RD,5, 11/29/2016,5829,
GUN HILL RD,5, 11/28/2016,6043,
GUN HILL RD,5, 11/30/2016,6122,4439.5
GUN HILL RD,5, 12/02/2016,6159,
GUN HILL RD,5, 12/01/2016,6316,
MORRIS PARK,5, 11/27/2016,656,
MORRIS PARK,5, 11/26/2016,800,
MORRIS PARK,5, 11/29/2016,2523,
MORRIS PARK,5, 11/30/2016,2542,3166
MORRIS PARK,5, 12/02/2016,2549,
MORRIS PARK,5, 11/28/2016,2574,
MORRIS PARK,5, 12/01/2016,2677,
PELHAM PKWY,5, 11/27/2016,590,
PELHAM PKWY,5, 11/26/2016,796,
PELHAM PKWY,5, 11/29/2016,3404,2098.3333333333
PELHAM PKWY,5, 11/28/2016,3419,
PELHAM PKWY,5, 12/02/2016,3442,
PELHAM PKWY,5, 11/30/2016,3477,
PELHAM PKWY,5, 12/01/2016,3576,
103 ST,6, 11/27/2016,5993,
103 ST,6, 11/26/2016,7232,4523.1666666667
103 ST,6, 11/28/2016,15293,
103 ST,6, 11/29/2016,15527,
103 ST,6, 11/30/2016,15911,
103 ST,6, 12/01/2016,16468,
103 ST,6, 12/02/2016,16638,
110 ST,6, 11/27/2016,5512,14224.8333333333
110 ST,6, 11/26/2016,7154,
110 ST,6, 11/28/2016,12555,
110 ST,6, 11/29/2016,12615,
110 ST,6, 11/30/2016,12971,
110 ST,6, 12/01/2016,13755,
110 ST,6, 12/02/2016,13788,12139.6666666667
116 ST,6, 11/27/2016,7789,
116 ST,6, 11/26/2016,8943,
116 ST,6, 11/28/2016,15827,
116 ST,6, 11/29/2016,16229,
116 ST,6, 11/30/2016,16301,
116 ST,6, 12/01/2016,16968,13676.1666666667
116 ST,6, 12/02/2016,17178,
23 ST,6, 11/26/2016,3581,
23 ST,6, 11/27/2016,5038,
23 ST,6, 12/02/2016,26089,
23 ST,6, 11/28/2016,27171,
23 ST,6, 11/29/2016,29912,18161.5
23 ST,6, 11/30/2016,30101,
23 ST,6, 12/01/2016,8780263,
28 ST,6, 11/26/2016,4270,
28 ST,6, 11/27/2016,5270,
28 ST,6, 11/28/2016,20462,
28 ST,6, 12/02/2016,21688,1477009
28 ST,6, 12/01/2016,22733,
28 ST,6, 11/30/2016,23071,
28 ST,6, 11/29/2016,23099,
3 AV 138 ST,6, 11/27/2016,3208,
3 AV 138 ST,6, 11/26/2016,3738,
3 AV 138 ST,6, 11/29/2016,8025,13979
3 AV 138 ST,6, 11/28/2016,8085,
3 AV 138 ST,6, 11/30/2016,8139,
3 AV 138 ST,6, 12/02/2016,8272,
3 AV 138 ST,6, 12/01/2016,8401,
33 ST,6, 11/26/2016,5294,
33 ST,6, 11/27/2016,6951,7523.6666666667
33 ST,6, 11/28/2016,27070,
33 ST,6, 12/02/2016,28658,
33 ST,6, 11/29/2016,30001,
33 ST,6, 12/01/2016,30186,
33 ST,6, 11/30/2016,30194,
51 ST,6, 12/01/2016,2621,24788.3333333333
51 ST,6, 11/27/2016,6727,
51 ST,6, 11/26/2016,8354,
51 ST,6, 11/28/2016,20937,
51 ST,6, 11/29/2016,23018,
51 ST,6, 11/30/2016,24777,
68ST-HUNTER CO,6, 11/27/2016,7089,15150.3333333333
68ST-HUNTER CO,6, 11/26/2016,8748,
68ST-HUNTER CO,6, 12/02/2016,33791,
68ST-HUNTER CO,6, 11/30/2016,35391,
68ST-HUNTER CO,6, 12/01/2016,36567,
68ST-HUNTER CO,6, 11/29/2016,37305,
68ST-HUNTER CO,6, 11/28/2016,132680,47413.6666666667
77 ST,6, 11/27/2016,10883,
77 ST,6, 11/26/2016,14009,
77 ST,6, 11/28/2016,32174,
77 ST,6, 12/02/2016,35319,
77 ST,6, 11/30/2016,35799,
77 ST,6, 11/29/2016,35801,27330.8333333333
77 ST,6, 12/01/2016,36108,
96 ST,6, 11/27/2016,7067,
96 ST,6, 11/26/2016,8576,
96 ST,6, 11/28/2016,25396,
96 ST,6, 11/29/2016,26466,
96 ST,6, 12/02/2016,26477,21681.6666666667
96 ST,6, 11/30/2016,27121,
96 ST,6, 12/01/2016,27705,
ASTOR PL,6, 11/26/2016,2031,
ASTOR PL,6, 11/27/2016,5104,
ASTOR PL,6, 11/28/2016,13710,
ASTOR PL,6, 11/29/2016,14763,15072.3333333333
ASTOR PL,6, 12/02/2016,15160,
ASTOR PL,6, 11/30/2016,15181,
ASTOR PL,6, 12/01/2016,15378,
BROOK AV,6, 11/27/2016,2780,
BROOK AV,6, 11/26/2016,3404,
BROOK AV,6, 11/29/2016,5910,9635.5
BROOK AV,6, 11/30/2016,6079,
BROOK AV,6, 11/28/2016,6224,
BROOK AV,6, 12/01/2016,6361,
BROOK AV,6, 12/02/2016,6558,
BUHRE AV,6, 11/27/2016,1087,
BUHRE AV,6, 11/26/2016,1413,4620.3333333333
BUHRE AV,6, 11/29/2016,3670,
BUHRE AV,6, 11/28/2016,3715,
BUHRE AV,6, 11/30/2016,3734,
BUHRE AV,6, 12/02/2016,3886,
BUHRE AV,6, 12/01/2016,3947,
CASTLE HILL AV,6, 11/27/2016,2919,3645.1666666667
CASTLE HILL AV,6, 11/26/2016,3599,
CASTLE HILL AV,6, 11/29/2016,6928,
CASTLE HILL AV,6, 11/30/2016,7169,
CASTLE HILL AV,6, 11/28/2016,7200,
CASTLE HILL AV,6, 12/02/2016,7506,
CASTLE HILL AV,6, 12/01/2016,7584,6664.3333333333
CYPRESS AV,6, 11/27/2016,1596,
CYPRESS AV,6, 11/26/2016,2132,
